Year,rank,Realized CEO compensation,Granted CEO compensation,Decades,rank1,Avg. Realized CEO compensation,Avg. Granted CEO compensation
2012,311,371.7,201.3,,,,
2013,311,318.5,209.7,,,,
2014,311,326.6,217.2,,,,
2015,311,318.8,209.5,,,,
2016,311,271.6,205.8,,,,
2017,311,302.1,193.2,,,,
2018,311,293.3,212.3,,,,
2019,311,320,222.8,,,,
1965,312,21.1,15.4,,,,
1966,312,22.3,16.3,,,,
1967,312,23.6,17.3,,,,
1968,312,24.8,18.2,,,,
1969,312,24.6,18,,,,
1970,312,24.3,17.8,,,,
1971,312,24,17.6,,,,
1972,312,23.7,17.4,,,,
1973,312,23.4,17.2,,,,
1974,312,25,18.3,,,,
1975,312,26.6,19.5,,,,
1976,312,28.2,20.7,,,,
1977,312,29.8,21.8,,,,
1978,312,31.4,23,,,,
1979,312,34.1,25,,,,
1980,312,36.9,27,,,,
1981,312,39.6,29,,,,
1982,312,42.3,31,,,,
1983,312,45,33,,,,
1984,312,47.8,35,,,,
1985,312,50.5,37,,,,
1986,312,53.2,39,,,,
1987,312,55.9,41,,,,
1988,312,58.7,43,,,,
1989,312,61.4,45,,,,
1990,312,77.3,56.6,,,,
1991,312,93.1,68.2,,,,
1992,312,109,79.8,,,,
1993,312,108.6,99.6,,,,
1994,312,87.4,116.6,,,,
1995,312,117.6,131,,,,
1996,312,150.6,177,,,,
1997,312,223.4,234.1,,,,
1998,312,297.4,293.4,,,,
1999,312,266.1,284.4,,,,
2000,312,365.7,386.1,,,,
2001,312,210.6,322.6,,,,
2002,312,186.8,235,,,,
2003,312,228.8,227,,,,
2004,312,265.7,235,,,,
2005,312,318.4,244.5,,,,
2006,312,328.2,244.1,,,,
2007,312,330.9,242,,,,
2008,312,206.7,219.4,,,,
2009,312,177.6,178.3,,,,
2010,312,213.1,202.8,,,,
2011,312,242.4,208.1,,,,
2012,312,371.7,201.3,,,,
2013,312,318.5,209.7,,,,
2014,312,326.6,217.2,,,,
2015,312,318.8,209.5,,,,
2016,312,271.6,205.8,,,,
2017,312,302.1,193.2,,,,
2018,312,293.3,212.3,,,,
2019,312,320,222.8,,,,
1965,313,21.1,15.4,,,,
1966,313,22.3,16.3,,,,
1967,313,23.6,17.3,,,,
1968,313,24.8,18.2,,,,
1969,313,24.6,18,,,,
1970,313,24.3,17.8,,,,
1971,313,24,17.6,,,,
1972,313,23.7,17.4,,,,
1973,313,23.4,17.2,,,,
1974,313,25,18.3,,,,
1975,313,26.6,19.5,,,,
1976,313,28.2,20.7,,,,
1977,313,29.8,21.8,,,,
1978,313,31.4,23,,,,
1979,313,34.1,25,,,,
1980,313,36.9,27,,,,
1981,313,39.6,29,,,,
1982,313,42.3,31,,,,
1983,313,45,33,,,,
1984,313,47.8,35,,,,
1985,313,50.5,37,,,,
1986,313,53.2,39,,,,
1987,313,55.9,41,,,,
1988,313,58.7,43,,,,
1989,313,61.4,45,,,,
1990,313,77.3,56.6,,,,
1991,313,93.1,68.2,,,,
1992,313,109,79.8,,,,
1993,313,108.6,99.6,,,,
1994,313,87.4,116.6,,,,
1995,313,117.6,131,,,,
1996,313,150.6,177,,,,
1997,313,223.4,234.1,,,,
1998,313,297.4,293.4,,,,
1999,313,266.1,284.4,,,,
2000,313,365.7,386.1,,,,
2001,313,210.6,322.6,,,,
2002,313,186.8,235,,,,
2003,313,228.8,227,,,,
2004,313,265.7,235,,,,
2005,313,318.4,244.5,,,,
2006,313,328.2,244.1,,,,
2007,313,330.9,242,,,,
2008,313,206.7,219.4,,,,
2009,313,177.6,178.3,,,,
2010,313,213.1,202.8,,,,
2011,313,242.4,208.1,,,,
2012,313,371.7,201.3,,,,
2013,313,318.5,209.7,,,,
2014,313,326.6,217.2,,,,
2015,313,318.8,209.5,,,,
2016,313,271.6,205.8,,,,
2017,313,302.1,193.2,,,,
2018,313,293.3,212.3,,,,
2019,313,320,222.8,,,,
1965,314,21.1,15.4,,,,
1966,314,22.3,16.3,,,,
1967,314,23.6,17.3,,,,
1968,314,24.8,18.2,,,,
1969,314,24.6,18,,,,
1970,314,24.3,17.8,,,,
1971,314,24,17.6,,,,
1972,314,23.7,17.4,,,,
1973,314,23.4,17.2,,,,
1974,314,25,18.3,,,,
1975,314,26.6,19.5,,,,
1976,314,28.2,20.7,,,,
1977,314,29.8,21.8,,,,
1978,314,31.4,23,,,,
1979,314,34.1,25,,,,
1980,314,36.9,27,,,,
1981,314,39.6,29,,,,
1982,314,42.3,31,,,,
1983,314,45,33,,,,
1984,314,47.8,35,,,,
1985,314,50.5,37,,,,
1986,314,53.2,39,,,,
1987,314,55.9,41,,,,
1988,314,58.7,43,,,,
1989,314,61.4,45,,,,
1990,314,77.3,56.6,,,,
1991,314,93.1,68.2,,,,
1992,314,109,79.8,,,,
1993,314,108.6,99.6,,,,
1994,314,87.4,116.6,,,,
1995,314,117.6,131,,,,
1996,314,150.6,177,,,,
1997,314,223.4,234.1,,,,
1998,314,297.4,293.4,,,,
1999,314,266.1,284.4,,,,
2000,314,365.7,386.1,,,,
2001,314,210.6,322.6,,,,
2002,314,186.8,235,,,,
2003,314,228.8,227,,,,
2004,314,265.7,235,,,,
2005,314,318.4,244.5,,,,
2006,314,328.2,244.1,,,,
2007,314,330.9,242,,,,
2008,314,206.7,219.4,,,,
2009,314,177.6,178.3,,,,
2010,314,213.1,202.8,,,,
2011,314,242.4,208.1,,,,
2012,314,371.7,201.3,,,,
2013,314,318.5,209.7,,,,
2014,314,326.6,217.2,,,,
2015,314,318.8,209.5,,,,
2016,314,271.6,205.8,,,,
2017,314,302.1,193.2,,,,
2018,314,293.3,212.3,,,,
2019,314,320,222.8,,,,
1965,315,21.1,15.4,,,,
1966,315,22.3,16.3,,,,
1967,315,23.6,17.3,,,,
1968,315,24.8,18.2,,,,
1969,315,24.6,18,,,,
1970,315,24.3,17.8,,,,
1971,315,24,17.6,,,,
1972,315,23.7,17.4,,,,
1973,315,23.4,17.2,,,,
1974,315,25,18.3,,,,
1975,315,26.6,19.5,,,,
1976,315,28.2,20.7,,,,
1977,315,29.8,21.8,,,,
1978,315,31.4,23,,,,
1979,315,34.1,25,,,,
1980,315,36.9,27,,,,
1981,315,39.6,29,,,,
1982,315,42.3,31,,,,
1983,315,45,33,,,,
1984,315,47.8,35,,,,
1985,315,50.5,37,,,,
1986,315,53.2,39,,,,
1987,315,55.9,41,,,,
1988,315,58.7,43,,,,
1989,315,61.4,45,,,,
1990,315,77.3,56.6,,,,
1991,315,93.1,68.2,,,,
1992,315,109,79.8,,,,
1993,315,108.6,99.6,,,,
1994,315,87.4,116.6,,,,
1995,315,117.6,131,,,,
1996,315,150.6,177,,,,
1997,315,223.4,234.1,,,,
1998,315,297.4,293.4,,,,
1999,315,266.1,284.4,,,,
2000,315,365.7,386.1,,,,
2001,315,210.6,322.6,,,,
2002,315,186.8,235,,,,
2003,315,228.8,227,,,,
2004,315,265.7,235,,,,
2005,315,318.4,244.5,,,,
2006,315,328.2,244.1,,,,
2007,315,330.9,242,,,,
2008,315,206.7,219.4,,,,
2009,315,177.6,178.3,,,,
2010,315,213.1,202.8,,,,
2011,315,242.4,208.1,,,,
2012,315,371.7,201.3,,,,
2013,315,318.5,209.7,,,,
2014,315,326.6,217.2,,,,
2015,315,318.8,209.5,,,,
2016,315,271.6,205.8,,,,
2017,315,302.1,193.2,,,,
2018,315,293.3,212.3,,,,
2019,315,320,222.8,,,,
1965,316,21.1,15.4,,,,
1966,316,22.3,16.3,,,,
1967,316,23.6,17.3,,,,
1968,316,24.8,18.2,,,,
1969,316,24.6,18,,,,
1970,316,24.3,17.8,,,,
1971,316,24,17.6,,,,
1972,316,23.7,17.4,,,,
1973,316,23.4,17.2,,,,
1974,316,25,18.3,,,,
1975,316,26.6,19.5,,,,
1976,316,28.2,20.7,,,,
1977,316,29.8,21.8,,,,
1978,316,31.4,23,,,,
1979,316,34.1,25,,,,
1980,316,36.9,27,,,,
1981,316,39.6,29,,,,
1982,316,42.3,31,,,,
1983,316,45,33,,,,
1984,316,47.8,35,,,,
1985,316,50.5,37,,,,
1986,316,53.2,39,,,,
1987,316,55.9,41,,,,
1988,316,58.7,43,,,,
1989,316,61.4,45,,,,
1990,316,77.3,56.6,,,,
1991,316,93.1,68.2,,,,
1992,316,109,79.8,,,,
1993,316,108.6,99.6,,,,
1994,316,87.4,116.6,,,,
1995,316,117.6,131,,,,
1996,316,150.6,177,,,,
1997,316,223.4,234.1,,,,
1998,316,297.4,293.4,,,,
1999,316,266.1,284.4,,,,
2000,316,365.7,386.1,,,,
2001,316,210.6,322.6,,,,
2002,316,186.8,235,,,,
2003,316,228.8,227,,,,
2004,316,265.7,235,,,,
2005,316,318.4,244.5,,,,
2006,316,328.2,244.1,,,,
2007,316,330.9,242,,,,
2008,316,206.7,219.4,,,,
2009,316,177.6,178.3,,,,
2010,316,213.1,202.8,,,,
2011,316,242.4,208.1,,,,
2012,316,371.7,201.3,,,,
2013,316,318.5,209.7,,,,
2014,316,326.6,217.2,,,,
2015,316,318.8,209.5,,,,
2016,316,271.6,205.8,,,,
2017,316,302.1,193.2,,,,
2018,316,293.3,212.3,,,,
2019,316,320,222.8,,,,
1965,317,21.1,15.4,,,,
1966,317,22.3,16.3,,,,
1967,317,23.6,17.3,,,,
1968,317,24.8,18.2,,,,
1969,317,24.6,18,,,,
1970,317,24.3,17.8,,,,
1971,317,24,17.6,,,,
1972,317,23.7,17.4,,,,
1973,317,23.4,17.2,,,,
1974,317,25,18.3,,,,
1975,317,26.6,19.5,,,,
1976,317,28.2,20.7,,,,
1977,317,29.8,21.8,,,,
1978,317,31.4,23,,,,
1979,317,34.1,25,,,,
1980,317,36.9,27,,,,
1981,317,39.6,29,,,,
1982,317,42.3,31,,,,
1983,317,45,33,,,,
1984,317,47.8,35,,,,
1985,317,50.5,37,,,,
1986,317,53.2,39,,,,
1987,317,55.9,41,,,,
1988,317,58.7,43,,,,
1989,317,61.4,45,,,,
1990,317,77.3,56.6,,,,
1991,317,93.1,68.2,,,,
1992,317,109,79.8,,,,
1993,317,108.6,99.6,,,,
1994,317,87.4,116.6,,,,
1995,317,117.6,131,,,,
1996,317,150.6,177,,,,
1997,317,223.4,234.1,,,,
1998,317,297.4,293.4,,,,
1999,317,266.1,284.4,,,,
2000,317,365.7,386.1,,,,
2001,317,210.6,322.6,,,,
2002,317,186.8,235,,,,
2003,317,228.8,227,,,,
2004,317,265.7,235,,,,
2005,317,318.4,244.5,,,,
2006,317,328.2,244.1,,,,
2007,317,330.9,242,,,,
2008,317,206.7,219.4,,,,
2009,317,177.6,178.3,,,,
2010,317,213.1,202.8,,,,
2011,317,242.4,208.1,,,,
2012,317,371.7,201.3,,,,
2013,317,318.5,209.7,,,,
2014,317,326.6,217.2,,,,
2015,317,318.8,209.5,,,,
2016,317,271.6,205.8,,,,
2017,317,302.1,193.2,,,,
2018,317,293.3,212.3,,,,
2019,317,320,222.8,,,,
1965,318,21.1,15.4,,,,
1966,318,22.3,16.3,,,,
1967,318,23.6,17.3,,,,
1968,318,24.8,18.2,,,,
1969,318,24.6,18,,,,
1970,318,24.3,17.8,,,,
1971,318,24,17.6,,,,
1972,318,23.7,17.4,,,,
1973,318,23.4,17.2,,,,
1974,318,25,18.3,,,,
1975,318,26.6,19.5,,,,
1976,318,28.2,20.7,,,,
1977,318,29.8,21.8,,,,
1978,318,31.4,23,,,,
1979,318,34.1,25,,,,
1980,318,36.9,27,,,,
1981,318,39.6,29,,,,
1982,318,42.3,31,,,,
1983,318,45,33,,,,
1984,318,47.8,35,,,,
1985,318,50.5,37,,,,
1986,318,53.2,39,,,,
1987,318,55.9,41,,,,
1988,318,58.7,43,,,,
1989,318,61.4,45,,,,
1990,318,77.3,56.6,,,,
1991,318,93.1,68.2,,,,
1992,318,109,79.8,,,,
1993,318,108.6,99.6,,,,
1994,318,87.4,116.6,,,,
1995,318,117.6,131,,,,
1996,318,150.6,177,,,,
1997,318,223.4,234.1,,,,
1998,318,297.4,293.4,,,,
1999,318,266.1,284.4,,,,
2000,318,365.7,386.1,,,,
2001,318,210.6,322.6,,,,
2002,318,186.8,235,,,,
2003,318,228.8,227,,,,
2004,318,265.7,235,,,,
2005,318,318.4,244.5,,,,
2006,318,328.2,244.1,,,,
2007,318,330.9,242,,,,
2008,318,206.7,219.4,,,,
2009,318,177.6,178.3,,,,
2010,318,213.1,202.8,,,,
2011,318,242.4,208.1,,,,
2012,318,371.7,201.3,,,,
2013,318,318.5,209.7,,,,
2014,318,326.6,217.2,,,,
2015,318,318.8,209.5,,,,
2016,318,271.6,205.8,,,,
2017,318,302.1,193.2,,,,
2018,318,293.3,212.3,,,,
2019,318,320,222.8,,,,
1965,319,21.1,15.4,,,,
1966,319,22.3,16.3,,,,
1967,319,23.6,17.3,,,,
1968,319,24.8,18.2,,,,
1969,319,24.6,18,,,,
1970,319,24.3,17.8,,,,
1971,319,24,17.6,,,,
1972,319,23.7,17.4,,,,
1973,319,23.4,17.2,,,,
1974,319,25,18.3,,,,
1975,319,26.6,19.5,,,,
1976,319,28.2,20.7,,,,
1977,319,29.8,21.8,,,,
1978,319,31.4,23,,,,
1979,319,34.1,25,,,,
1980,319,36.9,27,,,,
1981,319,39.6,29,,,,
1982,319,42.3,31,,,,
1983,319,45,33,,,,
1984,319,47.8,35,,,,
1985,319,50.5,37,,,,
1986,319,53.2,39,,,,
1987,319,55.9,41,,,,
1988,319,58.7,43,,,,
1989,319,61.4,45,,,,
1990,319,77.3,56.6,,,,
1991,319,93.1,68.2,,,,
1992,319,109,79.8,,,,
1993,319,108.6,99.6,,,,
1994,319,87.4,116.6,,,,
1995,319,117.6,131,,,,
1996,319,150.6,177,,,,
1997,319,223.4,234.1,,,,
1998,319,297.4,293.4,,,,
1999,319,266.1,284.4,,,,
2000,319,365.7,386.1,,,,
2001,319,210.6,322.6,,,,
2002,319,186.8,235,,,,
2003,319,228.8,227,,,,
2004,319,265.7,235,,,,
2005,319,318.4,244.5,,,,
2006,319,328.2,244.1,,,,
2007,319,330.9,242,,,,
2008,319,206.7,219.4,,,,
2009,319,177.6,178.3,,,,
2010,319,213.1,202.8,,,,
2011,319,242.4,208.1,,,,
2012,319,371.7,201.3,,,,
2013,319,318.5,209.7,,,,
2014,319,326.6,217.2,,,,
2015,319,318.8,209.5,,,,
2016,319,271.6,205.8,,,,
2017,319,302.1,193.2,,,,
2018,319,293.3,212.3,,,,
2019,319,320,222.8,,,,
1965,320,21.1,15.4,,,,
1966,320,22.3,16.3,,,,
1967,320,23.6,17.3,,,,
1968,320,24.8,18.2,,,,
1969,320,24.6,18,,,,
1970,320,24.3,17.8,,,,
1971,320,24,17.6,,,,
1972,320,23.7,17.4,,,,
1973,320,23.4,17.2,,,,
1974,320,25,18.3,,,,
1975,320,26.6,19.5,,,,
1976,320,28.2,20.7,,,,
1977,320,29.8,21.8,,,,
1978,320,31.4,23,,,,
1979,320,34.1,25,,,,
1980,320,36.9,27,,,,
1981,320,39.6,29,,,,
1982,320,42.3,31,,,,
1983,320,45,33,,,,
1984,320,47.8,35,,,,
1985,320,50.5,37,,,,
1986,320,53.2,39,,,,
1987,320,55.9,41,,,,
1988,320,58.7,43,,,,
1989,320,61.4,45,,,,
1990,320,77.3,56.6,,,,
1991,320,93.1,68.2,,,,
1992,320,109,79.8,,,,
1993,320,108.6,99.6,,,,
1994,320,87.4,116.6,,,,
1995,320,117.6,131,,,,
1996,320,150.6,177,,,,
1997,320,223.4,234.1,,,,
1998,320,297.4,293.4,,,,
1999,320,266.1,284.4,,,,
2000,320,365.7,386.1,,,,
2001,320,210.6,322.6,,,,
2002,320,186.8,235,,,,
2003,320,228.8,227,,,,
2004,320,265.7,235,,,,
2005,320,318.4,244.5,,,,
2006,320,328.2,244.1,,,,
2007,320,330.9,242,,,,
2008,320,206.7,219.4,,,,
2009,320,177.6,178.3,,,,
2010,320,213.1,202.8,,,,
2011,320,242.4,208.1,,,,
2012,320,371.7,201.3,,,,
2013,320,318.5,209.7,,,,
2014,320,326.6,217.2,,,,
2015,320,318.8,209.5,,,,
2016,320,271.6,205.8,,,,
2017,320,302.1,193.2,,,,
2018,320,293.3,212.3,,,,
2019,320,320,222.8,,,,
1965,321,21.1,15.4,,,,
1966,321,22.3,16.3,,,,
1967,321,23.6,17.3,,,,
1968,321,24.8,18.2,,,,
1969,321,24.6,18,,,,
1970,321,24.3,17.8,,,,
1971,321,24,17.6,,,,
1972,321,23.7,17.4,,,,
1973,321,23.4,17.2,,,,
1974,321,25,18.3,,,,
1975,321,26.6,19.5,,,,
1976,321,28.2,20.7,,,,
1977,321,29.8,21.8,,,,
1978,321,31.4,23,,,,
1979,321,34.1,25,,,,
1980,321,36.9,27,,,,
1981,321,39.6,29,,,,
1982,321,42.3,31,,,,
1983,321,45,33,,,,
1984,321,47.8,35,,,,
1985,321,50.5,37,,,,
1986,321,53.2,39,,,,
1987,321,55.9,41,,,,
1988,321,58.7,43,,,,
1989,321,61.4,45,,,,
1990,321,77.3,56.6,,,,
1991,321,93.1,68.2,,,,
1992,321,109,79.8,,,,
1993,321,108.6,99.6,,,,
1994,321,87.4,116.6,,,,
1995,321,117.6,131,,,,
1996,321,150.6,177,,,,
1997,321,223.4,234.1,,,,
1998,321,297.4,293.4,,,,
1999,321,266.1,284.4,,,,
2000,321,365.7,386.1,,,,
2001,321,210.6,322.6,,,,
2002,321,186.8,235,,,,
2003,321,228.8,227,,,,
2004,321,265.7,235,,,,
2005,321,318.4,244.5,,,,
2006,321,328.2,244.1,,,,
2007,321,330.9,242,,,,
2008,321,206.7,219.4,,,,
2009,321,177.6,178.3,,,,
2010,321,213.1,202.8,,,,
2011,321,242.4,208.1,,,,
2012,321,371.7,201.3,,,,
2013,321,318.5,209.7,,,,
2014,321,326.6,217.2,,,,
2015,321,318.8,209.5,,,,
2016,321,271.6,205.8,,,,
2017,321,302.1,193.2,,,,
2018,321,293.3,212.3,,,,
2019,321,320,222.8,,,,
1965,322,21.1,15.4,,,,
1966,322,22.3,16.3,,,,
1967,322,23.6,17.3,,,,
1968,322,24.8,18.2,,,,
1969,322,24.6,18,,,,
1970,322,24.3,17.8,,,,
1971,322,24,17.6,,,,
1972,322,23.7,17.4,,,,
1973,322,23.4,17.2,,,,
1974,322,25,18.3,,,,
1975,322,26.6,19.5,,,,
1976,322,28.2,20.7,,,,
1977,322,29.8,21.8,,,,
1978,322,31.4,23,,,,
1979,322,34.1,25,,,,
1980,322,36.9,27,,,,
1981,322,39.6,29,,,,
1982,322,42.3,31,,,,
1983,322,45,33,,,,
1984,322,47.8,35,,,,
1985,322,50.5,37,,,,
1986,322,53.2,39,,,,
1987,322,55.9,41,,,,
1988,322,58.7,43,,,,
1989,322,61.4,45,,,,
1990,322,77.3,56.6,,,,
1991,322,93.1,68.2,,,,
1992,322,109,79.8,,,,
1993,322,108.6,99.6,,,,
1994,322,87.4,116.6,,,,
1995,322,117.6,131,,,,
1996,322,150.6,177,,,,
1997,322,223.4,234.1,,,,
1998,322,297.4,293.4,,,,
1999,322,266.1,284.4,,,,
2000,322,365.7,386.1,,,,
2001,322,210.6,322.6,,,,
2002,322,186.8,235,,,,
2003,322,228.8,227,,,,
2004,322,265.7,235,,,,
2005,322,318.4,244.5,,,,
2006,322,328.2,244.1,,,,
2007,322,330.9,242,,,,
2008,322,206.7,219.4,,,,
2009,322,177.6,178.3,,,,
2010,322,213.1,202.8,,,,
2011,322,242.4,208.1,,,,
2012,322,371.7,201.3,,,,
2013,322,318.5,209.7,,,,
2014,322,326.6,217.2,,,,
2015,322,318.8,209.5,,,,
2016,322,271.6,205.8,,,,
2017,322,302.1,193.2,,,,
2018,322,293.3,212.3,,,,
2019,322,320,222.8,,,,
1965,323,21.1,15.4,,,,
1966,323,22.3,16.3,,,,
1967,323,23.6,17.3,,,,
1968,323,24.8,18.2,,,,
1969,323,24.6,18,,,,
1970,323,24.3,17.8,,,,
1971,323,24,17.6,,,,
1972,323,23.7,17.4,,,,
1973,323,23.4,17.2,,,,
1974,323,25,18.3,,,,
1975,323,26.6,19.5,,,,
1976,323,28.2,20.7,,,,
1977,323,29.8,21.8,,,,
1978,323,31.4,23,,,,
1979,323,34.1,25,,,,
1980,323,36.9,27,,,,
1981,323,39.6,29,,,,
1982,323,42.3,31,,,,
1983,323,45,33,,,,
1984,323,47.8,35,,,,
1985,323,50.5,37,,,,
1986,323,53.2,39,,,,
1987,323,55.9,41,,,,
1988,323,58.7,43,,,,
1989,323,61.4,45,,,,
1990,323,77.3,56.6,,,,
1991,323,93.1,68.2,,,,
1992,323,109,79.8,,,,
1993,323,108.6,99.6,,,,
1994,323,87.4,116.6,,,,
1995,323,117.6,131,,,,
1996,323,150.6,177,,,,
1997,323,223.4,234.1,,,,
1998,323,297.4,293.4,,,,
1999,323,266.1,284.4,,,,
2000,323,365.7,386.1,,,,
2001,323,210.6,322.6,,,,
2002,323,186.8,235,,,,
2003,323,228.8,227,,,,
2004,323,265.7,235,,,,
2005,323,318.4,244.5,,,,
2006,323,328.2,244.1,,,,
2007,323,330.9,242,,,,
2008,323,206.7,219.4,,,,
2009,323,177.6,178.3,,,,
2010,323,213.1,202.8,,,,
2011,323,242.4,208.1,,,,
2012,323,371.7,201.3,,,,
2013,323,318.5,209.7,,,,
2014,323,326.6,217.2,,,,
2015,323,318.8,209.5,,,,
2016,323,271.6,205.8,,,,
2017,323,302.1,193.2,,,,
2018,323,293.3,212.3,,,,
2019,323,320,222.8,,,,
1965,324,21.1,15.4,,,,
1966,324,22.3,16.3,,,,
1967,324,23.6,17.3,,,,
1968,324,24.8,18.2,,,,
1969,324,24.6,18,,,,
1970,324,24.3,17.8,,,,
1971,324,24,17.6,,,,
1972,324,23.7,17.4,,,,
1973,324,23.4,17.2,,,,
1974,324,25,18.3,,,,
1975,324,26.6,19.5,,,,
1976,324,28.2,20.7,,,,
1977,324,29.8,21.8,,,,
1978,324,31.4,23,,,,
1979,324,34.1,25,,,,
1980,324,36.9,27,,,,
1981,324,39.6,29,,,,
1982,324,42.3,31,,,,
1983,324,45,33,,,,
1984,324,47.8,35,,,,
1985,324,50.5,37,,,,
1986,324,53.2,39,,,,
1987,324,55.9,41,,,,
1988,324,58.7,43,,,,
1989,324,61.4,45,,,,
1990,324,77.3,56.6,,,,
1991,324,93.1,68.2,,,,
1992,324,109,79.8,,,,
1993,324,108.6,99.6,,,,
1994,324,87.4,116.6,,,,
1995,324,117.6,131,,,,
1996,324,150.6,177,,,,
1997,324,223.4,234.1,,,,
1998,324,297.4,293.4,,,,
1999,324,266.1,284.4,,,,
2000,324,365.7,386.1,,,,
2001,324,210.6,322.6,,,,
2002,324,186.8,235,,,,
2003,324,228.8,227,,,,
2004,324,265.7,235,,,,
2005,324,318.4,244.5,,,,
2006,324,328.2,244.1,,,,
2007,324,330.9,242,,,,
2008,324,206.7,219.4,,,,
2009,324,177.6,178.3,,,,
2010,324,213.1,202.8,,,,
2011,324,242.4,208.1,,,,
2012,324,371.7,201.3,,,,
2013,324,318.5,209.7,,,,
2014,324,326.6,217.2,,,,
2015,324,318.8,209.5,,,,
2016,324,271.6,205.8,,,,
2017,324,302.1,193.2,,,,
2018,324,293.3,212.3,,,,
2019,324,320,222.8,,,,
1965,325,21.1,15.4,,,,
1966,325,22.3,16.3,,,,
1967,325,23.6,17.3,,,,
1968,325,24.8,18.2,,,,
1969,325,24.6,18,,,,
1970,325,24.3,17.8,,,,
1971,325,24,17.6,,,,
1972,325,23.7,17.4,,,,
1973,325,23.4,17.2,,,,
1974,325,25,18.3,,,,
1975,325,26.6,19.5,,,,
1976,325,28.2,20.7,,,,
1977,325,29.8,21.8,,,,
1978,325,31.4,23,,,,
1979,325,34.1,25,,,,
1980,325,36.9,27,,,,
1981,325,39.6,29,,,,
1982,325,42.3,31,,,,
1983,325,45,33,,,,
1984,325,47.8,35,,,,
1985,325,50.5,37,,,,
1986,325,53.2,39,,,,
1987,325,55.9,41,,,,
1988,325,58.7,43,,,,
1989,325,61.4,45,,,,
1990,325,77.3,56.6,,,,
1991,325,93.1,68.2,,,,
1992,325,109,79.8,,,,
1993,325,108.6,99.6,,,,
1994,325,87.4,116.6,,,,
1995,325,117.6,131,,,,
1996,325,150.6,177,,,,
1997,325,223.4,234.1,,,,
1998,325,297.4,293.4,,,,
1999,325,266.1,284.4,,,,
2000,325,365.7,386.1,,,,
2001,325,210.6,322.6,,,,
2002,325,186.8,235,,,,
2003,325,228.8,227,,,,
2004,325,265.7,235,,,,
2005,325,318.4,244.5,,,,
2006,325,328.2,244.1,,,,
2007,325,330.9,242,,,,
2008,325,206.7,219.4,,,,
2009,325,177.6,178.3,,,,
2010,325,213.1,202.8,,,,
2011,325,242.4,208.1,,,,
2012,325,371.7,201.3,,,,
2013,325,318.5,209.7,,,,
2014,325,326.6,217.2,,,,
2015,325,318.8,209.5,,,,
2016,325,271.6,205.8,,,,
2017,325,302.1,193.2,,,,
2018,325,293.3,212.3,,,,
2019,325,320,222.8,,,,
1965,326,21.1,15.4,,,,
1966,326,22.3,16.3,,,,
1967,326,23.6,17.3,,,,
1968,326,24.8,18.2,,,,
1969,326,24.6,18,,,,
1970,326,24.3,17.8,,,,
1971,326,24,17.6,,,,
1972,326,23.7,17.4,,,,
1973,326,23.4,17.2,,,,
1974,326,25,18.3,,,,
1975,326,26.6,19.5,,,,
1976,326,28.2,20.7,,,,
1977,326,29.8,21.8,,,,
1978,326,31.4,23,,,,
1979,326,34.1,25,,,,
1980,326,36.9,27,,,,
1981,326,39.6,29,,,,
1982,326,42.3,31,,,,
1983,326,45,33,,,,
1984,326,47.8,35,,,,
1985,326,50.5,37,,,,
1986,326,53.2,39,,,,
1987,326,55.9,41,,,,
1988,326,58.7,43,,,,
1989,326,61.4,45,,,,
1990,326,77.3,56.6,,,,
1991,326,93.1,68.2,,,,
1992,326,109,79.8,,,,
1993,326,108.6,99.6,,,,
1994,326,87.4,116.6,,,,
1995,326,117.6,131,,,,
1996,326,150.6,177,,,,
1997,326,223.4,234.1,,,,
1998,326,297.4,293.4,,,,
1999,326,266.1,284.4,,,,
2000,326,365.7,386.1,,,,
2001,326,210.6,322.6,,,,
2002,326,186.8,235,,,,
2003,326,228.8,227,,,,
2004,326,265.7,235,,,,
2005,326,318.4,244.5,,,,
2006,326,328.2,244.1,,,,
2007,326,330.9,242,,,,
2008,326,206.7,219.4,,,,
2009,326,177.6,178.3,,,,
2010,326,213.1,202.8,,,,
2011,326,242.4,208.1,,,,
2012,326,371.7,201.3,,,,
2013,326,318.5,209.7,,,,
2014,326,326.6,217.2,,,,
2015,326,318.8,209.5,,,,
2016,326,271.6,205.8,,,,
2017,326,302.1,193.2,,,,
2018,326,293.3,212.3,,,,
2019,326,320,222.8,,,,
1965,327,21.1,15.4,,,,
1966,327,22.3,16.3,,,,
1967,327,23.6,17.3,,,,
1968,327,24.8,18.2,,,,
1969,327,24.6,18,,,,
1970,327,24.3,17.8,,,,
1971,327,24,17.6,,,,
1972,327,23.7,17.4,,,,
1973,327,23.4,17.2,,,,
1974,327,25,18.3,,,,
1975,327,26.6,19.5,,,,
1976,327,28.2,20.7,,,,
1977,327,29.8,21.8,,,,
1978,327,31.4,23,,,,
1979,327,34.1,25,,,,
1980,327,36.9,27,,,,
1981,327,39.6,29,,,,
1982,327,42.3,31,,,,
1983,327,45,33,,,,
1984,327,47.8,35,,,,
1985,327,50.5,37,,,,
1986,327,53.2,39,,,,
1987,327,55.9,41,,,,
1988,327,58.7,43,,,,
1989,327,61.4,45,,,,
1990,327,77.3,56.6,,,,
1991,327,93.1,68.2,,,,
1992,327,109,79.8,,,,
1993,327,108.6,99.6,,,,
1994,327,87.4,116.6,,,,
1995,327,117.6,131,,,,
